,card,merchant,category,amount,transaction_date
67596027907644985#2023-09-05T17:36:40.118Z,67596027907644985,Schmidt - Wolff,Online Retail,2066.00,2023-09-05T17:36:40.118Z
6767-5257-7034-4196-34#2023-03-01T14:48:44.447Z,6767-5257-7034-4196-34,Hahn - Quigley,Food & Drink,1074.00,2023-03-01T14:48:44.447Z
6759-1225-6481-4272-962#2023-08-15T18:20:43.514Z,6759-1225-6481-4272-962,"Anderson, Kuhic and Hyatt",Fashion,2460.00,2023-08-15T18:20:43.514Z
6771-8971-8319-3633#2023-12-30T04:10:10.505Z,6771-8971-8319-3633,"Reinger, Goyette and Gorczany",Transportation,71.00,2023-12-30T04:10:10.505Z
6011-6221-8348-8052-6419#2023-10-08T23:03:15.065Z,6011-6221-8348-8052-6419,"Crooks, Schmitt and Von",Food & Drink,1980.00,2023-10-08T23:03:15.065Z
3668-930835-8462#2023-07-24T01:09:32.047Z,3668-930835-8462,"Casper, Harber and Bayer",Groceries,2457.00,2023-07-24T01:09:32.047Z
5188-3950-3097-7950#2023-09-26T05:51:56.737Z,5188-3950-3097-7950,Weber - Franey,Online Retail,222.00,2023-09-26T05:51:56.737Z
3528-4578-5485-1978#2023-08-17T21:04:24.670Z,3528-4578-5485-1978,"O'Conner, Labadie and Parisian",Food & Drink,397.00,2023-08-17T21:04:24.670Z
6759-8643-1610-3091#2023-03-22T10:43:18.807Z,6759-8643-1610-3091,Paucek - Hermann,Transportation,1425.00,2023-03-22T10:43:18.807Z
3559-2533-3952-5473#2023-03-06T06:18:32.217Z,3559-2533-3952-5473,Witting - Rosenbaum,Groceries,445.00,2023-03-06T06:18:32.217Z
3529-7229-4267-4545#2023-09-17T19:49:16.397Z,3529-7229-4267-4545,"Beer, Corkery and Jacobi",Transportation,1035.00,2023-09-17T19:49:16.397Z
6304608533062507740#2023-05-24T23:37:10.572Z,6304608533062507740,Swift - Berge,Online Retail,12.00,2023-05-24T23:37:10.572Z
3529-7489-2548-9205#2023-01-31T01:26:28.102Z,3529-7489-2548-9205,"Tromp, Beatty and Hudson",Groceries,1068.00,2023-01-31T01:26:28.102Z
6709530613057261#2023-12-23T06:55:49.723Z,6709530613057261,Miller LLC,Food & Drink,1020.00,2023-12-23T06:55:49.723Z
6759-3157-9396-5786-648#2023-10-06T02:53:28.868Z,6759-3157-9396-5786-648,Shanahan Group,Fashion,2572.00,2023-10-06T02:53:28.868Z
4694827194065#2023-06-13T07:37:34.482Z,4694827194065,Ratke - Stamm,Fashion,929.00,2023-06-13T07:37:34.482Z
6445-8178-7646-4741#2023-01-12T17:13:05.438Z,6445-8178-7646-4741,Berge and Sons,Online Retail,1672.00,2023-01-12T17:13:05.438Z
3528-4124-1509-9229#2023-09-18T03:36:44.389Z,3528-4124-1509-9229,Doyle - Schiller,Fashion,2103.00,2023-09-18T03:36:44.389Z
677124898939680479#2023-07-11T05:01:53.157Z,677124898939680479,"Haag, Runolfsdottir and Wilderman",Online Retail,942.00,2023-07-11T05:01:53.157Z
67610205216829411512#2023-01-30T06:04:09.756Z,67610205216829411512,"Hirthe, Wilderman and Glover",Food & Drink,2134.00,2023-01-30T06:04:09.756Z
5419-7414-3346-0089#2023-10-22T16:46:03.542Z,5419-7414-3346-0089,Weissnat Inc,Online Retail,610.00,2023-10-22T16:46:03.542Z
6771330779630403228#2023-10-22T16:08:23.335Z,6771330779630403228,Fahey and Sons,Food & Drink,760.00,2023-10-22T16:08:23.335Z
6709805007979696#2023-09-09T20:09:52.999Z,6709805007979696,Price Group,Food & Drink,626.00,2023-09-09T20:09:52.999Z
3433-599623-10369#2023-01-26T00:20:29.556Z,3433-599623-10369,Maggio and Sons,Transportation,2569.00,2023-01-26T00:20:29.556Z
6771-8923-7805-6414#2023-09-05T07:47:38.355Z,6771-8923-7805-6414,Collier - Herman,Food & Drink,152.00,2023-09-05T07:47:38.355Z
6767-8255-7120-9911-87#2023-11-26T03:49:05.049Z,6767-8255-7120-9911-87,Cormier Group,Online Retail,1392.00,2023-11-26T03:49:05.049Z
6383-5450-8851-1280#2023-04-27T02:30:21.223Z,6383-5450-8851-1280,Schmeler and Sons,Food & Drink,1631.00,2023-04-27T02:30:21.223Z
6709976986221741747#2023-12-10T06:33:58.181Z,6709976986221741747,Blick Group,Food & Drink,781.00,2023-12-10T06:33:58.181Z
6767-5257-7034-4196-34#2023-02-28T10:23:24.873Z,6767-5257-7034-4196-34,Okuneva Group,Transportation,372.00,2023-02-28T10:23:24.873Z
3005-195370-9497#2023-11-01T06:05:59.400Z,3005-195370-9497,Lebsack - Effertz,Online Retail,564.00,2023-11-01T06:05:59.400Z
5507-5942-8349-9662#2023-11-21T03:10:00.037Z,5507-5942-8349-9662,"Hyatt, Gislason and Langosh",Online Retail,918.00,2023-11-21T03:10:00.037Z
5510-0157-1424-5347#2023-01-28T00:04:20.283Z,5510-0157-1424-5347,Hegmann - Ondricka,Online Retail,1905.00,2023-01-28T00:04:20.283Z
6011-2760-0501-6068#2023-04-09T10:23:10.184Z,6011-2760-0501-6068,"Breitenberg, Cole and Walter",Transportation,2346.00,2023-04-09T10:23:10.184Z
6486-6212-9051-1537-4648#2023-04-30T05:02:11.644Z,6486-6212-9051-1537-4648,Mosciski LLC,Groceries,359.00,2023-04-30T05:02:11.644Z
3722-637146-86023#2023-02-15T08:40:33.493Z,3722-637146-86023,"Gerlach, Block and Johnson",Food & Drink,861.00,2023-02-15T08:40:33.493Z
3753-469076-04486#2023-06-26T14:57:57.113Z,3753-469076-04486,"Beahan, Brakus and Robel",Food & Drink,1814.00,2023-06-26T14:57:57.113Z
3528-3337-1225-9433#2023-12-28T07:40:15.128Z,3528-3337-1225-9433,"Luettgen, Wuckert and Bauch",Groceries,1558.00,2023-12-28T07:40:15.128Z
6767-8996-1836-7348-78#2023-04-02T14:29:50.719Z,6767-8996-1836-7348-78,"Brekke, Ryan and Armstrong",Food & Drink,2422.00,2023-04-02T14:29:50.719Z
6706922358931409#2023-08-25T19:26:01.527Z,6706922358931409,Ruecker Inc,Transportation,2890.00,2023-08-25T19:26:01.527Z
630463796243913263#2023-02-01T13:16:10.740Z,630463796243913263,Watsica - McDermott,Transportation,1313.00,2023-02-01T13:16:10.740Z
5458-6124-7839-4719#2023-07-09T17:59:18.010Z,5458-6124-7839-4719,Schulist - Klocko,Groceries,1747.00,2023-07-09T17:59:18.010Z
5038143084284465#2023-08-08T06:50:01.207Z,5038143084284465,"Moore, Lebsack and Adams",Transportation,2302.00,2023-08-08T06:50:01.207Z
6767-9402-3832-5081-062#2023-10-05T11:45:45.706Z,6767-9402-3832-5081-062,"Mitchell, Bode and Braun",Food & Drink,323.00,2023-10-05T11:45:45.706Z
6706510859163869#2023-06-17T08:23:00.493Z,6706510859163869,Stracke - Oberbrunner,Fashion,2010.00,2023-06-17T08:23:00.493Z
6709279068390697465#2023-04-11T20:27:15.744Z,6709279068390697465,Nolan - Dare,Fashion,1866.00,2023-04-11T20:27:15.744Z
6767-9773-5781-7524-10#2023-01-03T12:41:02.454Z,6767-9773-5781-7524-10,Lueilwitz LLC,Online Retail,1481.00,2023-01-03T12:41:02.454Z
3794-455398-15167#2023-06-04T00:19:43.280Z,3794-455398-15167,Cummings Group,Groceries,524.00,2023-06-04T00:19:43.280Z
5466-9899-5637-0357#2023-02-21T01:35:04.482Z,5466-9899-5637-0357,Hamill Group,Groceries,2033.00,2023-02-21T01:35:04.482Z
3546-9098-8960-7161#2023-01-30T09:09:06.768Z,3546-9098-8960-7161,Cummings Group,Food & Drink,818.00,2023-01-30T09:09:06.768Z
5433-9613-4199-6733#2023-07-27T05:53:58.530Z,5433-9613-4199-6733,"Berge, Wunsch and Kunze",Food & Drink,2240.00,2023-07-27T05:53:58.530Z
4254411647372#2023-12-27T19:56:47.100Z,4254411647372,"Kautzer, Douglas and Runte",Fashion,1855.00,2023-12-27T19:56:47.100Z
6759-4222-6301-7657-99#2023-08-10T17:03:00.806Z,6759-4222-6301-7657-99,Herman Group,Online Retail,1984.00,2023-08-10T17:03:00.806Z
6767-9743-2731-2810-184#2023-04-11T22:55:33.515Z,6767-9743-2731-2810-184,Blick and Sons,Transportation,2477.00,2023-04-11T22:55:33.515Z
6771-8932-8157-9484#2023-09-26T09:25:26.641Z,6771-8932-8157-9484,Auer and Sons,Food & Drink,2103.00,2023-09-26T09:25:26.641Z
6767-6036-0102-2116-17#2023-02-14T04:03:43.004Z,6767-6036-0102-2116-17,Jacobs Group,Groceries,163.00,2023-02-14T04:03:43.004Z
670930649077221272#2023-07-11T01:04:25.838Z,670930649077221272,Pfeffer - D'Amore,Online Retail,2936.00,2023-07-11T01:04:25.838Z
3566-0926-7164-6906#2023-02-11T18:17:00.824Z,3566-0926-7164-6906,Beier - West,Fashion,121.00,2023-02-11T18:17:00.824Z
6759-4083-9812-5353-78#2023-06-17T06:38:55.807Z,6759-4083-9812-5353-78,Krajcik - Williamson,Groceries,973.00,2023-06-17T06:38:55.807Z
6574-6917-3904-6877#2023-03-13T06:14:33.645Z,6574-6917-3904-6877,Jaskolski - Prosacco,Groceries,1884.00,2023-03-13T06:14:33.645Z
677185426600835994#2023-09-10T02:40:04.538Z,677185426600835994,Stehr and Sons,Food & Drink,2890.00,2023-09-10T02:40:04.538Z
677185426600835994#2023-11-10T23:47:56.355Z,677185426600835994,Pollich LLC,Online Retail,1650.00,2023-11-10T23:47:56.355Z
67638604084313049794#2023-02-10T02:08:16.364Z,67638604084313049794,Gorczany and Sons,Groceries,52.00,2023-02-10T02:08:16.364Z
3683-844540-3497#2023-04-23T03:06:41.849Z,3683-844540-3497,Cole - Beahan,Fashion,1420.00,2023-04-23T03:06:41.849Z
3006-908201-1296#2023-04-04T00:22:10.534Z,3006-908201-1296,Auer - Thiel,Fashion,235.00,2023-04-04T00:22:10.534Z
670930649077221272#2023-06-19T00:04:10.084Z,670930649077221272,Jacobi - Vandervort,Fashion,1983.00,2023-06-19T00:04:10.084Z
67596027907644985#2023-06-13T04:38:34.000Z,67596027907644985,"O'Keefe, Hauck and Konopelski",Food & Drink,905.00,2023-06-13T04:38:34.000Z
6481-6297-5977-0129-8738#2023-05-15T03:00:28.965Z,6481-6297-5977-0129-8738,Stanton Group,Transportation,894.00,2023-05-15T03:00:28.965Z
3783-926046-55337#2023-05-24T01:54:20.725Z,3783-926046-55337,"Hansen, Williamson and Howe",Online Retail,2303.00,2023-05-24T01:54:20.725Z
6759-4952-4825-4627#2023-01-01T14:02:18.962Z,6759-4952-4825-4627,"Daugherty, McClure and Zboncak",Fashion,2835.00,2023-01-01T14:02:18.962Z
6767-1752-3069-7849#2023-09-15T07:59:39.102Z,6767-1752-3069-7849,Schumm - Rowe,Online Retail,464.00,2023-09-15T07:59:39.102Z
3704-880281-92226#2023-02-11T02:07:10.449Z,3704-880281-92226,Nikolaus Inc,Food & Drink,20.00,2023-02-11T02:07:10.449Z
3718-603061-47248#2023-08-07T02:10:26.072Z,3718-603061-47248,"Hermiston, Kulas and Wolf",Transportation,855.00,2023-08-07T02:10:26.072Z
6759-9214-4514-5084-636#2023-12-13T18:07:03.326Z,6759-9214-4514-5084-636,Kautzer LLC,Fashion,2241.00,2023-12-13T18:07:03.326Z
3668-930835-8462#2023-11-30T03:34:42.585Z,3668-930835-8462,Sanford and Sons,Groceries,1679.00,2023-11-30T03:34:42.585Z
6759-1582-6759-8147-411#2023-06-23T04:33:32.945Z,6759-1582-6759-8147-411,Spencer Group,Groceries,2380.00,2023-06-23T04:33:32.945Z
3541-3768-9324-3257#2023-08-29T08:01:07.762Z,3541-3768-9324-3257,Trantow - Carter,Food & Drink,444.00,2023-08-29T08:01:07.762Z
3039-789730-1754#2023-01-13T07:01:40.188Z,3039-789730-1754,Jacobs Inc,Online Retail,2925.00,2023-01-13T07:01:40.188Z
6476-0925-0026-4253#2023-10-13T22:43:00.849Z,6476-0925-0026-4253,Hintz Inc,Online Retail,2683.00,2023-10-13T22:43:00.849Z
6771953607295165269#2023-03-12T02:57:21.298Z,6771953607295165269,Monahan Inc,Groceries,2939.00,2023-03-12T02:57:21.298Z
6771-8996-0241-0499#2023-09-12T09:31:50.423Z,6771-8996-0241-0499,"Corwin, Ernser and Rice",Fashion,1462.00,2023-09-12T09:31:50.423Z
3643-879541-9019#2023-04-05T12:03:30.231Z,3643-879541-9019,"Wyman, Bashirian and O'Kon",Transportation,1217.00,2023-04-05T12:03:30.231Z
3005-195370-9497#2023-10-10T10:19:41.690Z,3005-195370-9497,Jerde - Legros,Food & Drink,66.00,2023-10-10T10:19:41.690Z
3571-9296-8553-9010#2023-08-10T01:51:16.889Z,3571-9296-8553-9010,Medhurst - Bayer,Online Retail,300.00,2023-08-10T01:51:16.889Z
6759-1592-8809-0925-509#2023-07-22T20:39:47.305Z,6759-1592-8809-0925-509,McCullough LLC,Transportation,915.00,2023-07-22T20:39:47.305Z
6460-6290-2623-2940-0073#2023-12-22T03:29:08.892Z,6460-6290-2623-2940-0073,Hyatt - Kozey,Transportation,2946.00,2023-12-22T03:29:08.892Z
5462-5677-8718-6012#2023-03-09T15:16:43.205Z,5462-5677-8718-6012,"Rippin, Rolfson and Torphy",Food & Drink,481.00,2023-03-09T15:16:43.205Z
6371-7914-7516-3889#2023-12-03T01:32:59.866Z,6371-7914-7516-3889,Rath LLC,Transportation,546.00,2023-12-03T01:32:59.866Z
6761-0304-6580-7579#2023-07-14T21:32:31.076Z,6761-0304-6580-7579,"O'Reilly, Keebler and Hartmann",Transportation,1776.00,2023-07-14T21:32:31.076Z
3528-7001-4267-4664#2023-05-30T09:43:52.413Z,3528-7001-4267-4664,Orn Inc,Groceries,1468.00,2023-05-30T09:43:52.413Z
3034-442694-3052#2023-05-03T04:42:53.256Z,3034-442694-3052,Lakin - White,Transportation,2042.00,2023-05-03T04:42:53.256Z
6394-4277-2110-2610#2023-08-02T15:17:04.040Z,6394-4277-2110-2610,"Sawayn, Casper and Balistreri",Food & Drink,2729.00,2023-08-02T15:17:04.040Z
6452-6216-9963-7751-8721#2023-08-15T08:06:27.143Z,6452-6216-9963-7751-8721,Bailey - Pollich,Transportation,1941.00,2023-08-15T08:06:27.143Z
6304666193870939442#2023-08-20T22:08:44.908Z,6304666193870939442,Farrell Group,Online Retail,438.00,2023-08-20T22:08:44.908Z
6762-2849-7800-9442#2023-01-25T23:59:17.554Z,6762-2849-7800-9442,O'Keefe Group,Fashion,2594.00,2023-01-25T23:59:17.554Z
3645-039600-6962#2023-02-09T00:59:02.998Z,3645-039600-6962,Rath - Considine,Groceries,460.00,2023-02-09T00:59:02.998Z
677185426600835994#2023-07-15T12:13:59.052Z,677185426600835994,Schaden Inc,Fashion,1858.00,2023-07-15T12:13:59.052Z
6759-5899-1429-9955-845#2023-04-11T16:03:32.828Z,6759-5899-1429-9955-845,Kertzmann - Osinski,Food & Drink,1388.00,2023-04-11T16:03:32.828Z
6771-8956-8091-0673#2023-07-12T23:40:24.723Z,6771-8956-8091-0673,Denesik LLC,Groceries,1852.00,2023-07-12T23:40:24.723Z
3477-134443-81446#2023-08-27T17:46:16.279Z,3477-134443-81446,Rosenbaum - Greenfelder,Transportation,1039.00,2023-08-27T17:46:16.279Z
6709368688504604065#2023-12-26T16:38:29.532Z,6709368688504604065,"Ferry, Gutkowski and Keeling",Fashion,466.00,2023-12-26T16:38:29.532Z
6011-6224-5438-3556-9484#2023-09-15T19:03:23.972Z,6011-6224-5438-3556-9484,Fisher LLC,Online Retail,196.00,2023-09-15T19:03:23.972Z
5018-2021-9232-5570#2023-02-06T03:56:24.856Z,5018-2021-9232-5570,Barrows - Cummerata,Fashion,2607.00,2023-02-06T03:56:24.856Z
6771816966699243339#2023-11-06T07:50:17.167Z,6771816966699243339,Moen - Tillman,Online Retail,1195.00,2023-11-06T07:50:17.167Z
6525-6210-2716-2577-1632#2023-02-10T20:40:38.730Z,6525-6210-2716-2577-1632,Klocko - Abshire,Food & Drink,2159.00,2023-02-10T20:40:38.730Z
3734-343012-96133#2023-02-09T02:25:43.396Z,3734-343012-96133,Moen LLC,Transportation,2269.00,2023-02-09T02:25:43.396Z
5018-4192-6631-9863#2023-03-25T03:28:20.221Z,5018-4192-6631-9863,"Hahn, Lowe and Franey",Food & Drink,975.00,2023-03-25T03:28:20.221Z
5447-3207-2016-6471#2023-05-13T04:29:05.609Z,5447-3207-2016-6471,Gottlieb and Sons,Online Retail,1242.00,2023-05-13T04:29:05.609Z
4426-9016-5998-7801#2023-07-28T02:59:52.587Z,4426-9016-5998-7801,Jacobs - Gutmann,Transportation,873.00,2023-07-28T02:59:52.587Z
6771-8946-6100-6007#2023-04-09T01:21:45.853Z,6771-8946-6100-6007,"Ratke, Mitchell and Treutel",Groceries,937.00,2023-04-09T01:21:45.853Z
5168-6992-2520-9226#2023-12-23T15:12:14.874Z,5168-6992-2520-9226,Jast - Tremblay,Online Retail,1493.00,2023-12-23T15:12:14.874Z
6759-9203-6735-2399-34#2023-11-28T21:31:41.801Z,6759-9203-6735-2399-34,Mayer - Dickinson,Transportation,2506.00,2023-11-28T21:31:41.801Z
6767-4288-1718-4486-68#2023-07-25T05:25:32.436Z,6767-4288-1718-4486-68,"Jones, Hand and Von",Food & Drink,1677.00,2023-07-25T05:25:32.436Z
6771-8910-4597-6103#2023-05-07T10:29:41.218Z,6771-8910-4597-6103,"Collins, Gutkowski and Pollich",Online Retail,215.00,2023-05-07T10:29:41.218Z
6382-6738-1890-8211#2023-05-10T00:56:26.289Z,6382-6738-1890-8211,"Kling, Gorczany and Zieme",Food & Drink,713.00,2023-05-10T00:56:26.289Z
6396-4854-2895-1554#2023-05-25T00:39:43.632Z,6396-4854-2895-1554,"Sanford, Turcotte and Zboncak",Transportation,1190.00,2023-05-25T00:39:43.632Z
6481-6297-5977-0129-8738#2023-10-15T09:15:38.252Z,6481-6297-5977-0129-8738,Howe Group,Fashion,2835.00,2023-10-15T09:15:38.252Z
6759-8105-5167-8185-239#2023-11-17T17:11:58.151Z,6759-8105-5167-8185-239,Kessler LLC,Groceries,511.00,2023-11-17T17:11:58.151Z
3799-979893-42324#2023-03-02T16:03:14.552Z,3799-979893-42324,Little - Kemmer,Online Retail,1881.00,2023-03-02T16:03:14.552Z
6767-3198-5823-6403-26#2023-05-01T13:32:49.867Z,6767-3198-5823-6403-26,Stoltenberg LLC,Fashion,444.00,2023-05-01T13:32:49.867Z
4872000762656#2023-06-27T12:42:06.188Z,4872000762656,"Hammes, Lubowitz and Erdman",Food & Drink,2733.00,2023-06-27T12:42:06.188Z
6759-1512-0390-4229-04#2023-10-12T05:17:41.373Z,6759-1512-0390-4229-04,Abernathy Group,Online Retail,2681.00,2023-10-12T05:17:41.373Z
6767-8561-3553-5960-06#2023-03-11T14:54:28.177Z,6767-8561-3553-5960-06,Mueller and Sons,Groceries,294.00,2023-03-11T14:54:28.177Z
6771-8933-7162-5791#2023-12-22T11:51:19.002Z,6771-8933-7162-5791,Champlin Inc,Groceries,1442.00,2023-12-22T11:51:19.002Z
3023-257659-7945#2023-05-23T08:33:38.347Z,3023-257659-7945,"Fahey, Hammes and Pollich",Transportation,394.00,2023-05-23T08:33:38.347Z
3554-9912-2728-9463#2023-03-17T21:41:57.031Z,3554-9912-2728-9463,"DuBuque, Becker and Mills",Online Retail,462.00,2023-03-17T21:41:57.031Z
3529-0819-3878-2568#2023-01-12T22:06:27.178Z,3529-0819-3878-2568,Hane Group,Fashion,399.00,2023-01-12T22:06:27.178Z
6709976986221741747#2023-01-15T22:14:59.813Z,6709976986221741747,"Dicki, O'Reilly and Kozey",Transportation,1187.00,2023-01-15T22:14:59.813Z
3546-2813-5263-8341#2023-09-09T22:01:39.555Z,3546-2813-5263-8341,"Quigley, Muller and O'Keefe",Food & Drink,1610.00,2023-09-09T22:01:39.555Z
6581-6212-7691-1207-5028#2023-12-22T06:58:09.096Z,6581-6212-7691-1207-5028,Herman - Blick,Food & Drink,498.00,2023-12-22T06:58:09.096Z
5038855206828958#2023-10-15T11:36:52.742Z,5038855206828958,Purdy - Langworth,Groceries,2315.00,2023-10-15T11:36:52.742Z
676110171243349795#2023-10-18T07:38:39.416Z,676110171243349795,"Collins, Collier and Feeney",Fashion,291.00,2023-10-18T07:38:39.416Z
3023-257659-7945#2023-12-03T17:43:03.348Z,3023-257659-7945,"Macejkovic, Shields and Dach",Online Retail,30.00,2023-12-03T17:43:03.348Z
630401628517137615#2023-08-23T04:13:25.462Z,630401628517137615,Mayer - McKenzie,Online Retail,743.00,2023-08-23T04:13:25.462Z
3039-789730-1754#2023-07-04T15:14:28.544Z,3039-789730-1754,Cronin LLC,Food & Drink,41.00,2023-07-04T15:14:28.544Z
3528-6215-8024-9316#2023-07-21T09:33:36.629Z,3528-6215-8024-9316,Lemke - Block,Online Retail,1831.00,2023-07-21T09:33:36.629Z
6767-0254-8227-7756-79#2023-09-21T18:36:21.459Z,6767-0254-8227-7756-79,Kub - Stanton,Transportation,2157.00,2023-09-21T18:36:21.459Z
5020130288768211#2023-05-24T02:51:56.678Z,5020130288768211,"Mills, Weimann and Schuster",Groceries,265.00,2023-05-24T02:51:56.678Z
6495-6268-6534-7282-0439#2023-06-16T10:55:36.224Z,6495-6268-6534-7282-0439,Kautzer - Morissette,Groceries,1174.00,2023-06-16T10:55:36.224Z
6771-8951-1346-7960#2023-09-23T05:15:47.848Z,6771-8951-1346-7960,Price - Goyette,Fashion,583.00,2023-09-23T05:15:47.848Z
6759-7591-5875-0514#2023-01-14T09:32:10.431Z,6759-7591-5875-0514,Terry - Will,Groceries,960.00,2023-01-14T09:32:10.431Z
6706922358931409#2023-12-27T11:27:43.126Z,6706922358931409,"Roob, Schaefer and Stroman",Transportation,701.00,2023-12-27T11:27:43.126Z
3579-9937-5317-8012#2023-02-25T02:05:00.946Z,3579-9937-5317-8012,"Willms, Murazik and Strosin",Fashion,2126.00,2023-02-25T02:05:00.946Z
3586-4741-6771-0980#2023-07-31T09:07:58.670Z,3586-4741-6771-0980,Mante Inc,Food & Drink,1206.00,2023-07-31T09:07:58.670Z
670930649077221272#2023-02-26T14:17:19.838Z,670930649077221272,"Gorczany, Wintheiser and Collier",Transportation,2259.00,2023-02-26T14:17:19.838Z
6767-2737-5254-5007-449#2023-06-21T09:27:15.044Z,6767-2737-5254-5007-449,Turcotte - Wiegand,Transportation,588.00,2023-06-21T09:27:15.044Z
67596027907644985#2023-09-12T00:39:18.873Z,67596027907644985,Gleason - Wiegand,Transportation,2277.00,2023-09-12T00:39:18.873Z
67594482055525407#2023-08-05T13:50:37.965Z,67594482055525407,Smitham Inc,Food & Drink,190.00,2023-08-05T13:50:37.965Z
6011-6290-5508-1212-7292#2023-09-09T14:16:58.895Z,6011-6290-5508-1212-7292,"Armstrong, Crona and Daugherty",Transportation,98.00,2023-09-09T14:16:58.895Z
6541-6283-4721-8586-7214#2023-05-31T22:56:00.094Z,6541-6283-4721-8586-7214,"Donnelly, Turcotte and Kuhic",Transportation,39.00,2023-05-31T22:56:00.094Z
3449-153762-41414#2023-12-24T18:42:27.177Z,3449-153762-41414,Rau LLC,Food & Drink,2925.00,2023-12-24T18:42:27.177Z
5038-1061-0191-3499#2023-10-20T14:38:43.109Z,5038-1061-0191-3499,Kling Inc,Food & Drink,2954.00,2023-10-20T14:38:43.109Z
6767-3870-0255-3378-50#2023-04-10T03:00:55.337Z,6767-3870-0255-3378-50,Ledner and Sons,Online Retail,1765.00,2023-04-10T03:00:55.337Z
6771-8906-5032-9293#2023-11-29T05:02:22.168Z,6771-8906-5032-9293,Parker - Douglas,Food & Drink,1567.00,2023-11-29T05:02:22.168Z
4603683845470#2023-01-02T11:55:52.362Z,4603683845470,Koepp and Sons,Transportation,2793.00,2023-01-02T11:55:52.362Z
4749-6141-6502-6275#2023-12-13T05:48:33.731Z,4749-6141-6502-6275,Hamill - Kunze,Online Retail,1087.00,2023-12-13T05:48:33.731Z
6304522515275900#2023-05-23T17:15:32.128Z,6304522515275900,Rice - Stroman,Groceries,1189.00,2023-05-23T17:15:32.128Z
6495-6268-6534-7282-0439#2023-11-24T14:24:43.852Z,6495-6268-6534-7282-0439,"Dach, Windler and Windler",Fashion,581.00,2023-11-24T14:24:43.852Z
6473-1639-3942-2839#2023-04-24T12:35:52.393Z,6473-1639-3942-2839,Hoeger LLC,Fashion,102.00,2023-04-24T12:35:52.393Z
4018404235606#2023-10-25T06:18:52.341Z,4018404235606,Treutel - Goodwin,Food & Drink,768.00,2023-10-25T06:18:52.341Z
6476-0834-8648-6069#2023-04-21T17:45:23.513Z,6476-0834-8648-6069,Turcotte - Simonis,Food & Drink,591.00,2023-04-21T17:45:23.513Z
3436-574113-57828#2023-05-30T03:58:52.312Z,3436-574113-57828,Sporer LLC,Transportation,2436.00,2023-05-30T03:58:52.312Z
4225378805377#2023-10-24T23:24:47.758Z,4225378805377,Hahn and Sons,Online Retail,2598.00,2023-10-24T23:24:47.758Z
4694-5262-2403-1440#2023-07-01T01:36:41.684Z,4694-5262-2403-1440,Keeling and Sons,Transportation,2526.00,2023-07-01T01:36:41.684Z
5018-2021-9232-5570#2023-07-01T02:15:53.832Z,5018-2021-9232-5570,Wyman - Abernathy,Groceries,1370.00,2023-07-01T02:15:53.832Z
6771816966699243339#2023-01-06T11:33:00.762Z,6771816966699243339,"Schowalter, Wilderman and Williamson",Food & Drink,1250.00,2023-01-06T11:33:00.762Z
5383-1020-5382-1799#2023-10-07T19:20:07.105Z,5383-1020-5382-1799,Hyatt - Gutkowski,Groceries,1507.00,2023-10-07T19:20:07.105Z
6011-4954-1735-6702#2023-09-22T22:10:14.079Z,6011-4954-1735-6702,Jaskolski - Schultz,Online Retail,2206.00,2023-09-22T22:10:14.079Z
6399-1022-8805-0123#2023-09-08T16:14:11.150Z,6399-1022-8805-0123,Pouros - Skiles,Groceries,1807.00,2023-09-08T16:14:11.150Z
6386-9965-7161-7224#2023-11-11T01:04:46.242Z,6386-9965-7161-7224,Trantow LLC,Fashion,1022.00,2023-11-11T01:04:46.242Z
6555-6572-3815-1677#2023-09-13T15:47:33.831Z,6555-6572-3815-1677,Schmeler Group,Transportation,2506.00,2023-09-13T15:47:33.831Z
